text,item
Ask for improvement proposals,4
Asking: What is meant? pure insult or is there something about it and can be expressed in constructive feedback,4
Ignore and forget,4
"""Shooting back when there is...",4
Harder training/***,4
"questioning why she says such a thing, putting it into her",4
"Talking about it, also with it > Improvement",4
I don't care about other opinions as long as I'm having fun,4
do not condescend to the level and also scold,4
I confront my fellow players and ask for the reason.,4
I'm asking what I can do to improve.,4
I'm asking for help to improve my technique in the game.,4
I'm going out of the situation and I'm distracting myself.,4
I'm telling them that this statement hurt me.,4
directly address & say that you're the one that's insecure/injured/injured,4
If not given much money: more training o. let it be if it is no longer an important interest,4
If satisfied with your own performance: continue as before & don't put so much emphasis on the opinion of others,4
Seeing that you give as much as you do to yourself,4
I'm trying harder,4
I'm telling myself I'm good,4
I don't listen to her,4
I confront them and tell them my opinion and how I feel,4
I relax and breathe through,4
I change the team > dear fellow players,4
I'm also complaining about them,4
I win a game,4
I'll tell the team leader,4
I'm talking to friends about it > second MEINUNG,4
I'm letting go of my anger,4
I confront them with this.,4
I ignore it as long as I do my best.,4
I'll ask her how I could do it better.,4
I keep working alone after training,4
"As long as my coach doesn't say anything, I'll ignore her.",4
I calm down before I say something wrong out of anger and then talk to them,4
"I'm thinking about whether I'm a good player & if so, I don't care about your opinion",4
I distance myself from these negative people,4
I ask why they don't tell me that themselves when they have (constructive) criticism,4
I'm talking too bad about her,4
I criticise that such statements do not correspond to the team spirit,4
I don't have to be the best as long as I enjoy it,4
Discussing the Person,4
Play extra well at the next workout,4
Just ignore it,4
Talk to friends/other players about it,4
"If it's true, get better",4
I ask the players what this is all about,4
I also attack fellow players verbally,4
I'm justifying myself,4
I'm looking for mistakes on my teammates,4
I train harder to prove myself,4
I'm changing the team,4
I change the sport,4
Make More Efforts,4
Convert anger/courage/torn into excessive motivation,4
"Show, prove, that is not the case",4
Open in their opinion +. Reason for (he)questions,4
Train in addition,4
Thinking about solving the situation,4
Respecting Your Opinion,4
"Talking about it with friends, family",4
I talk bad in my head the person,4
I tell myself that sport or performance is not so important to me anyway,4
I train harder,4
I check the statement with reality and accept the truth,4
I stop going to the sport,4
I complain to the coach about this person or their unfriendly behavior,4
I confront the person,4
I'm pretending I'm not upset.,4
I'll tell him he's a piss.,4
I train to get better,4
Get out of the team,4
try to improve me,4
don't listen/forget it,4
tell them it hurts me,4
"annoy me, but don't tell them",4
Ask someone else for advice,4
I ask them why they think so and ask for suggestions for improvement.,4
I freaked out and yelled at her,4
I drive home angry and complain to my family,4
I eat a chocolate bar out of frustration,4
I evaluate whether such people are the right ones for my well-being,4
"I give in day, day out",4
more training,4
make his skills clear,4
Compare with them,4
Finding Reasons for This Attitude,4
"it refers to the personal relationship, not to the skill",4
make it clear that you say something like that about everyone,4
They make ridiculous in a game by more skill,4
I turn to the coach and ask for his honest assessment.,4
I don't pay attention to her and try to give my best.,4
I ask the team whether it's my behavior or my playing style.,4
I join with the captain and ask for constructive feedback.,4
I throw the towel,4
I'm changing the team,4
I'm going on as before,4
I'm trying to improve,4
I change sport,4
Coach ask what I can do better,4
"Just keep going, sport is fun",4
Breaking Something,4
Change Team,4
Talking to fellow players,4
Focus on what you think about yourself,4
accept the criticism and ask for *** to improve,4
in the said situation visually bundle the anger (e.g. in a clenched fist and let go > mental freedom),4
Reflect why it annoys you (because it's not true vs. do I agree with you?),4
"focus from improvement > what can I improve, show my quality?",4
Write down and compare my good vs. bad points,4
I'm talking to them about it.,4
I train harder,4
I'm asking her for advice,4
I'm leaving the team,4
I'm complaining to the Captain,4
I turn to friends,4
I wonder if I'm really that bad,4
I'm looking for a new team,4
I'm trying out a new sport,4
Training more,4
Discussing fellow player,4
Reflecting What Is True,4
Talking bad with fellow players,4
Change sports team,4
Stop Sporting,4
Meditate,4
upset me with friends about it,4
Leave Team,4
Make Conscious How No matter what it is,4
Consciousness of the Unportable Behavior,4
Response,4
Ask for Tips,4
practice to show that they are wrong,4
Probably a little crying,4
Listening to loud music,4
distract - book,4
Learning > distract,4
Make other sports,4
Thinking about Talents/Aptitudes,4
You Criticise,4
Addressing the Situation of Training,4
"question, since I'm a good player",4
no longer appear for training,4
Discussing fellow player,4
Check the truth content of the request: Am I a good player?,4
more/more often training,4
ask other players for opinion,4
Change sports > Give up your team,4
"distracting (books, films/series)",4
Talk to the trainer,4
I'm changing to another team,4
I'm quitting doing the sport,4
I ignore the statements of my fellow players,4
I'm trying to improve in the sport,4
I'll talk to the coach about it.,4
I address my fellow players to it,4
I ask for the reason for the adoption,4
I talk to my sports team > they should tell me in the face next time,4
"even though I think I'm bad, maybe I'm thinking of quitting",4
I'm talking to my coaches,4
"I'm talking to my parents, what they say to me, that I seem to be bad",4
Confronting fellow players,4
Ignore statements,4
to speak out,4
Exercise harder & prove the opposite,4
Search for new team,4
Report conflict to the coach,4
challenge them to a duel,4
I'll talk to the others about it.,4
I'll leave the team and find a new one.,4
I express my anger to the team.,4
I'm improving my skills.,4
I'm complaining to the coach.,4
I think of my strengths.,4
leave the team,4
Stop doing this sport,4
change the team,4
try to improve me,4
speak directly to what this is all about,4
ask them what I should improve,4
Put it to the coach,4
I am passive-aggressive against these fellow players,4
I don't care,4
Swearing her,4
spread rumors about them,4
say they play bad,4
Play extra bad,4
challenge them,4
exert yourself during training to prove what you can do,4
take it as an incentive to train harder & improve yourself,4
ask the trainer for tips,4
get excited about it with friends,4
Decrease frustration through physical activity,4
Talk to fellow players about their behavior & emotions,4
(yet) more training and getting better,4
Show them in the future how good you really are,4
Change Club,4
to become friends with others from a team,4
more often to train together,4
Annoyance at outside friends to make air,4
Convince that players are simply unsympathetic people,4
Drowning Frustrate in Alcohol,4
I'm leaving the team and I'm looking for a less demanding,4
I ask why I'm not a good player and how I can improve,4
I train more and more,4
I ask the other players if they perceive it that way.,4
Questions What Moves You to This Estimation,4
Throwing the other to the head also inadequately,4
Leave the team,4
Exercise harder,4
Meditate,4
Weighing whether constructive criticism (energy input) can be effective,4
